Company ID,Company Name,Phone Number,Postal Code,Country
56358,Sercel,+33 2 40 30 11 81, Pays de la Loire,74116
56377,Arval,+33 1 57 69 50 00,92564,France
56482,QuiToque,33 1 58 80 80 20,75003,France
56507,Groupe ADP,(262) 373-1621,95700,France
56514,COHESION INTERNATIONAL Spécialiste de l'Efficience durable,,69003,France
56570,Millesima SA,+33 5 57 80 88 08,33800,France
56667,SEPHORA,33 1 46 09 34 00,12492,France
56719,KPMG Crimsonwing,+44 20 7694 3600,E14 5GL,United Kingdom
56744,Brown Brothers Harriman,(800) 625-5759,10005,United States
56755,TRAXENS,33 4 91 11 88 16,13013,France
56804,OVH LTD,,,
56810,InvenSense Inc.,+1 408-988-7339,94085,United States
56829,Getpro,,,France
56858,France Télévisions,33 1 56 22 30 30, ESPLANADE HENRI DE FRANCE,75015
56862,AppScho,+33 1 81 72 01 73,75009,France
56876,Air Liquide,,,
56946,LANVIN,33 1 44 71 33 33,75008,France
57051,Exton Consulting,+33 1 44 20 60 00,75008,France
57069,CCLD Recrutement,33 4 37 45 36 40,69007,France
57087,AntemetA,33 1 85 40 02 80,78280,France
57119,VIPARIS,+33 1 40 68 22 22, Paris, France
57135,"""Intercom",,55 2nd Street,San Francisco
57142,OCEALLIANCE,+33 2 49 09 80 18,G21 1HT,France
57192,Siconet,+52 33 3563 3261,46015,Spain
57197,Groupe Caisse d'Epargne,+33158404142," avenue Pierre Mendès France""",Paris
57207,THE COCA-COLA COMPANY,+1 404-676-2121,30313,United States
57239,Companeo SA,33 1 55 24 24 26,92150,France
57294,Cashpad,+33 1 77 62 44 22,75003,France
57316,The Adecco Group,,69100,France
57350,Gecina,+33 140405050,75002,France
57365,ptc,+1 781-370-5000,02494,United States
57391,Stokomani,33 3 44 27 19 00,60100,France
57398,Infopro Digital,33 1 77 92 92 92,92186,France
57412,Bp Gas Plant,+44 20 7496 4000,77079,
57423,Linedata,+33 147776825,92200,France
57437,altima,33 3 28 33 08 30,10038,France
57493,CetSI,33 1 41 19 40 40,92000,France
57502,san marina,+33 4 42 70 26 04, Provence-Alpes-Côte d'Azur,75015
57509,Chloé,,20143,France
57534,RestoFlash,,59053,Spain
57557,North Midland Construction PLC (NM Group),+44 1623 515008, THE COUNTY ESTATE,NG17 2HW
57575,KPMG Switzerland,+41 58 249 31 31,8004,Switzerland
57648,Etat de Neuchâtel,+41 32 722 02 90,,Switzerland
57660,AIESEC Blanquerna,87164076,8210,Denmark
57711,SeaBird,33 1 75 77 27 90,75008,France
57732,LumApps - The Social Intranet recommended by Google,+33 4 28 38 25 34,69160,France
57738,TTEC,+1 303-397-8100,80112,United States
57743,AXA Corporate Solutions,,,
57837,Chronopost,33 1 75 64 60 00,94250,France
57886,Europ Assistance France,33 1 41 85 93 65,92230,France
57903,JoJo Maman Bebe Ltd,44 1633 294 414,NP19 4PU,United Kingdom
57952,Bravo Solution,+1 919-659-2100,60661,United States
57962,Meteojob,33 1 44 71 94 86,75009,France
57968,StepStone GmbH,,75017,France
57997,Open Classrooms,,,
58003,Volkswagen Group France,+33 3 23 73 80 80, Villers-Cotterêts, France
58066,FMC Technologies,+1 281-591-4000,77086,United States
58067,Eversheds Sutherland Nicea,+34 914294333,28046,Spain
58070,FONCTION MEUBLE,,91380,France
58096,Fédération française de golf (ffgolf),,92300,France
58097,Owens Corning,(419) 248-8000, Toledo, United States
58115,Panasonic Corporation,+1 800-405-0652,07102,United States
58186,ADEQUATION,+33 4 72 00 87 87, Rhone-Alpes," 69003"""
58224,Doctolib,33 1 83 35 53 58,75002,France
58314,Yoplait,+33 1 70 19 42 00," RUE PAUL DAUTIER""",Boulogne-Billancourt
58358,New Work human resources SA,,1701,Switzerland
58389,Hardis Group,,38170,France
58397,Groupe EOLEN,33 1 46 12 00 00,92240,France
58435,Loro Piana,39 0163 20 11 11,20121,Italy
58457,Stordata,+33 1 30 21 42 42, Île-de-France," 78000"""
58466,Deloitte,23 27 90 00,,Norway
58555,Cecurity.com,+32 55 48 02 80,75009,France
58561,EDELVI,+33 9 70 26 00 01,92150,France
58565,AKSIS,,02100,France
58656,Covage,33 1 47 14 86 50,92310,France
58668,Wyplay,+33 4 91 45 71 80,13190,France
58685,Emarsys,(844) 693-6277,1150,Austria
58706,NOCIBE,969393040,77491,France
58715,Diam International,+33 1 34 92 83 60,78130,France
58728,REFLEXIMMO,,34000,France
58737,Prison Advice And Care Trust (pact),+44 20 7735 9535,SE5 8UA,United Kingdom
58746,Vizir,+33 1 82 88 73 60,39130,France
58765,FAUCHON,33 1 70 39 38 00,75008,France
58809,National Bank Of Kuwait,1801801,75008,Kuwait
58835,Emmaus Habitat,+33 1 53 00 99 88,92110,France
58836,Deliveroo,+33 9 77 55 03 30,75010,France
58881,MECANIC SUD INDUSTRIE,,34420,France
58899,DODIN CAMPENON BERNARD,+33 5 62 74 80 40,31300,France
58912,BFFT GmbH,+49 8458 32380,85080,Germany
58913,Forrester,(617) 613-6000,02140,United States
58956,EXL,(212) 277-7100,10017,United States
59066,4flow,(212) 780-0120,11514,United States
59130,COMAP,+33 4 78 78 16 00,69008,France
59139,Lucibel,,,
59214,LabCorp Clinical Trials,(888) 522-2677,27215,United States
59232,Mazars,2123756900,10020,United States
59241,Zendesk,+1 415-418-7506,94103,United States
59248,2Agriculture Ltd,44 3337 778 522," INGLISTON""",Ingliston
59251,Stanley Robotics,,75011,France
59260,AXA Banque,0 970 808 088,75008,France
59280,Ashford Borough Council,+44 1233 331111,TN23 1PL,United Kingdom
59294,Pedretti,33 4 79 25 64 14,73290,France
59297,L'Oréal,+33 1 47 56 70 00,92117,
59323,Showroomprive.com,+33 1 46 39 99 39, Saint-Denis, France
59325,MainFirst Group,+49 69 788080,10017,Germany
59344,DELANE SI,+33 1 71 16 11 11,92100,France
59356,Eudonet,33 1 47 37 60 30,92400,France
59365,Giesecke+Devrient Mobile Security,(703) 480-2100,81677,Germany
59373,Exalog,+33 1 41 46 10 02,92100,France
59381,FYM Action SAS,33 2 97 89 22 22, ZI DE LANN SÉVELIN,56855
59430,Nokia,+33 1 40 76 10 10,20141,France
59444,Autograf,+33 1 43 70 00 22,75020,France
59448,Agence PROvidence,+33 4 72 16 75 29,75116,France
59478,TO DO TODAY,(202) 823-6944,20814,France
59509,Aaa Canada,(514) 733-6132,H4C 1A8,Canada
59512,Kapsch,+43 508110,1120,Austria
59520,ATS Ingénierie / EMIGE,+33 3 85 80 95 00,71210,France
59538,Métropole de Lyon,+33 4 78 63 40 40, France,33569
59552,Office DEPOT France,+33 3 44 54 54 54,60300,France
59557,The Fork,,75008,France
59604,Onepark,33 1 80 88 96 49, PLACE DE LA DÉFENSE,75009
59645,Il Cosmetics,+352 51 94 66, Luxembourg," 3225"""
59651,Clémentine,+33 1 78 09 52 00,75003,France
59676,Aspen Pharma Group,(011) 305-2030,2194,South Africa
59696,QUIBLIER CONSEIL,33 2 23 35 40 40,35000,France
59854,Hays,+44 20 7383 2266,NW1 2PG,United Kingdom
59895,DEGRENNE,+33 231664490,76000,France
59926,POCLAIN HYDRAULICS,+33 3 44 40 77 77, Verberie, France
59940,MSD France,+33 1 80 46 40 00,92400,France
59983,Aston University,44 1212 048 742, ASTON STREET,B4 7ET
59991,Mutuaide Assistance,+33 1 45 16 63 00, Bry-sur-Marne, France
60050,BNP Paribas,+33 140144546,75002,France
60139,Maison Landemaine,+33 1 48 74 37 64, Île-de-France,75009
60150,zettafox,,10011,United States
60195,Eurotunnel,011 33 3 21 00 20 61,62231,France
60258,mairie-aubervilliers.fr,,,
60268,Uneo,,92544,France
60276,ARMATIS CENTRE,33 8 20 00 70 07,10000,France
60311,University of Birmingham,00441214143880,B15 2TT,United Kingdom
60344,MetaPack Group,+44 20 7843 6720,WC1X 8XZ,United Kingdom
60417,"""Marriott International",,10400 Fernwood Road,Bethesda
60420,The Linde Group,+49 89 3575701, München, Germany
60471,Keyrus,+33 141341000,92593,France
60498,Jefferies,(212) 284-2300,10022,United States
60505,LDLC,+33 9 83 03 43 87,14604,France
60520,Bocage,+33 2 98 95 34 57,49111,France
60561,iDTGV,33 1 45 19 15 31,92800,France
60563,Cetim,+33 3 44 67 36 82, Picardy,60300
60605,Natixis,+33 1 58 55 90 74,75013,France
60650,Belgacom Skynet SA,," 124 Tech Street 3""",Brussels
60665,BoConcept A/S,+45 96 26 72 00,7400,Denmark
60687,ADventori,33 1 83 56 11 58,75008,France
60708,CTN FRANCE,+33 3 59 30 03 00,59260,France
60752,FORSTAFF,,75014,France
60791,Corsair Memory,(510) 657-8747,94538,United States
60830,Scrapinghub,,,Ireland
60843,ForgeRock,(415) 599-1100,94105,United States
60866,Groupe NICOLLIN,+33 4 66 64 71 14,18001,France
60876,Jardine Motors Group trading as Lancaster,+44 1206 914017,NE7 7EG,United Kingdom
60883,Vossloh Cogifer,+49 2392 520,58791,Germany
60960,Marmiton,,75002,France
60969,SoftFluent,,98007,United States
60973,Bolloré,,,
61024,Christies Inc.,+1 212-636-2631,10020,United States
61058,MCS Groupe,,75020,France
61112,Karavel,,,
61135,Beckers Group,+49 30 770190719,60007,Germany
61137,DIMOTRANS Group,33 4 72 93 15 15,69330,France
61173,GB&SMITH,,59000,France
61253,GROUPE STUDIEL,+33 4 92 02 45 45,06270,France
61283,NXP Semiconductors,+31 800 5216274,5656AG,Netherlands
61367,Veolia Propreté SA,33 1 46 69 30 00, 169," CEDEX"""
61374,KPMG Finland,+358 20 7603000,00260,Finland
61402,Hotel Lancaster - Paris Champs Elysees,+33 1 40 76 40 76,75008,France
61460,France Diplomacy,,75700,France
61486,EFINOR,,50440,France
61549,Racing 92,+33 1 41 87 51 10,92350,France
61564,O2 Lille Centre,+33 3 20 21 96 91, RUE EDGAR BRANDT," CEDEX 01"""
61575,Hasbro,+1 401-431-8697,02861,United States
61576,Banyan Tree Tamouda Bay Morocco,+65 6849 5888,588182,Singapore
61598,CNPP,+33 2 32 53 64 00, Gruchet-le-Valasse, France
61599,DEVRED 1902,+33 2 43 29 42 28,75009,France
61608,NellArmonia,+33 1 47 47 11 87,20380,France
61647,Figaro Medias,+33 1 56 52 20 00," CEDEX 09""",Paris
61692,Bureau Vallee,+33 1 30 07 55 56,78340,France
61701,Asiance,+82 2-775-0764, 1-28. JEONG-DONG,100-120
61736,Précontact,33 2 99 26 43 65,35051,France
61749,Saint Maclou,+33 3 20 75 15 85, Nord-Pas-de-Calais,75015
61774,Eiffage,+33 134658989,78140,France
61777,De Graët Consulting Inc.,,44000,France
61792,Eilakaisla,+358 3 060900,00100,Finland
61849,Magellan Consulting,+33 1 42 66 06 06,75009,France
61861,ATECNA,+33 3 20 89 84 50, Nord-Pas-de-Calais,59290
61906,Scania,46 8 55 38 10 00,15132,Sweden
61928,GreenFlex,33 1 40 22 14 60,75009,France
61939,Manuvo,,58270,Mexico
61988,OVH LTD,,59100,France
61994,Global Student Accommodation UK Ltd,44 20 7518 1700,W1S 4HJ,United Kingdom
61999,SPIE ICS,33 1 41 46 41 46," Boulevard de Stalingrad Malakoff Cedex""",Paris
62030,"""Pivotal",,875 Howard Street,San Francisco
62071,GMP ATIM Technologies,+33 4 76 95 50 65,38320,France
62084,Agence Vitae Conseil,33 1 70 95 95 00,75017,France
62149,Theodo UK,+44 20 3872 2922,EC1R 0DE,United Kingdom
62172,TWIN SOLUTIONS,+33 1 56 33 43 00,75017,France
62193,VitalAire,,02109,Canada
62194,Axys Consultants,,,
62242,euralis.com,,,
62283,DYNACITE,33 4 74 45 89 89,01013,France
62315,KPConsulting,+33 4 13 57 18 00,,France
62334,YVON MAU,33 5 56 61 54 54," CEDEX""",Gironde Sur Dropt
62340,CNP Assurances,+33 142188888,92862,France
62360,ISOR,,92000,France
62389,Groupe Pizzorno Environnement SA,+33 494505050," RUE JEAN AICARD""",DRAGUIGNAN
62419,CREDIT SUISSE GROUP,,10010,
62445,AppLearn,+44 845 520 2080,WC1V 6BX,France
62476,Stephenson Harwood,+44 20 7329 4422,EC2M 7EB,United Kingdom
62478,FUJITSU,,94085,
62491,BDC,(877) 232-2269,H3B 5E7,Canada
62495,Connective,+32 3 612 58 60,2000,Belgium
62570,Porsche,+33 800 40 09 11, Île-de-France," 92600"""
62593,Sculpteo,33 1 83 64 11 22,92170,France
62604,GRUEL FAYER,,35220,France
62610,"""DIAGEO NORTH AMERICA ",,Lakeside Drive,London
62620,Shiseido,+33 1 46 94 10 00,75008,France
62636,Toys R Us,,,
62640,CEETRUS,,,
62740,Bilendi SA,+33 144886030,75002,France
62784,Groupe Moving,+33 1 56 43 35 30,75008,France
62803,MC2I,,,
62808,YKK,+33 3 20 90 71 44,92300,France
62842,CarBoat Media,,,
62863,La Vie Claire,+33 4 72 67 80 00, Auvergne-Rhône-Alpes," 69700"""
62866,Lacroix Signalisation,+33 2 40 92 37 30,44800,France
62895,MOZAIK RH,+33 1 80 05 96 50, Paris, France
63051,SCOR Investment Partners SE,,75116,France
63088,Althays (Groupe),+33 4 50 52 74 26,74940,France
63111,Groupe Moniteur S.A.,33 1 40 13 32 49,75002,France
63118,nielsen,+1 646-654-5000,10004,United States
63141,EuroWin Consulting Group,+33 1 42 27 73 00,75017,France
63150,Sudpresse,+32 70 21 10 10,5000,Belgium
63195,CPME Paris,,75116,France
63223,Crédit Mutuel Nord Europe,33 3 20 78 37 51,75436,France
63277,ManoMano,,,
63300,SOGEC Groupe,02 43 40 76 00,72100,France
63346,Westcon Group,,10591,United States
63445,Kbane,+33 9 70 82 50 50,59790,France
63448,Bredin Prat,+33 1 44 35 35 35, Île-de-France,75008
63454,Mole Valley Farmers,8442724900,CT2 7SN,United Kingdom
63477,Crédit Agricole Normandie-Seine,+33 227766030,76230,France
63493,Menway,33 4 76 48 86 20," RUE PIERRE SEMARD""",Grenoble
63495,LVMH,,,France
63533,Twenga,33 1 55 34 97 50,75002,France
63552,Iveco,,10156,Italy
63571,DIANA,33 2 97 48 49 00,56250,France
63593,BKL,+44 20 8922 9222,N3 1XW,United Kingdom
63611,Malakoff Médéric,33 1 56 03 34 56,75317,France
63612,intys Consulting,+352 26 44 17 88,1150,Luxembourg
63639,Bershka,+34 941 251 223,08490,Spain
63677,Alfred Dunhill,(844) 536-5281,W1K 3DJ,United Kingdom
63681,Groupe Eram,+33 2 41 75 32 00,49111,France
63720,ANOVO,+33 1 71 04 30 00,92150,France
63800,Capgemini,,75017,France
63820,Barilla,+1 847-405-7552,60062,United States
63823,eBusiness Information,+33 1 41 24 43 20,,France
63829,Mr Green Online Gaming,,MSD12,Malta
63834,VINCI Construction Terrassement,+33 1 46 95 78 50, Île-de-France,92730
63867,Chimirec,33 1 49 92 17 40,93440,France
63890,ANFH,+33 1 53 82 87 88, Paris, France
63913,AGATHA PARIS,33 1 53 56 72 00,93300,France
63970,ITM Mousquetaires,33 1 69 64 10 72,75015,France
64017,BELL,902-658-7474," 4TH - EAST TOWER""",Ottawa
64034,Compellia,+33 1 47 03 06 84,75001,France
64040,Babilou,33 1 41 49 96 50,92400,France
64151,Webhelp,+41 43 355 25 25,10018,France
64181,Grupo Restalia,+34 913 51 90 01, EDIFICIO 2,28224
64202,Cox Automotive UK,+44 333 136 1001,LS26 0JE,United Kingdom
64240,fendi,39 06 334501,00186,Italy
64261,seinesaintdenis.fr,,93000,France
64303,STEF,+33 140742900,75008,France
64329,Transgourmet,,94310,France
64406,IRT SystemX,+33 1 69 08 05 68," AVENUE DE LA VAUVE""",Palaiseau
64410,Credit Du Nord,," BOULEVARD HAUSSMANN""",PARIS
64418,Gmail,+1 650-253-0000,94043,United States
64429,United Biscuits,(208) 234-5000,CA2 5TG,United Kingdom
64454,Crédit Agricole Mutuel Pyrénées Gascogne,33 5 59 12 75 75,64121,France
64573,SeLoger.com,33 1 53 38 28 70,75018,France
64612,"""Jenji - les notes de frais",,6 Rue Duret,Paris
64630,Kedge Business School,,33400,France
64633,Decision Performance Conseil,,78360,France
64665,mrx-emploi-ouest.fr,,,
64724,Polylogis,,92150,France
64779,Seelk - The Road to Marketplaces,,75009,France
64791,OTCex,+33 1 56 68 45 40,75002,France
64842,Chullanka,+33 4 92 91 79 00, Provence-Alpes-Côte d'Azur,12492
64876,Quaternaire,+33 1 53 34 03 69,75002,France
64916,Cartus Corporation,2032054831,06810,United States
64922,Oxatis,33 4 86 26 26 26,13002,France
64952,Eilakaisla,+358 3 060900,00100,Finland
64954,Raytheon UK,," KAO PARK""",Harlow
64998,Flywire,617-329-4524,02111,United States
65051,Crédit Immobilier de France,,,France
65056,Egis,33 1 39 41 40 00,78280,France
65070,Ticketmaster France - Ticketnet,+33 892 39 01 00,92000,France
65118,Mars,+1 973-691-3500,22101,United States
65162,FINAXYS,+33 1 71 11 35 80,92200,France
65176,Yahoo! Inc.,,,
65200,Laboratoires INELDEA,+33 4 92 02 02 22, 10ÈME RUE,06510
65206,HH Global Ltd,,60061,
65215,Studyrama,33 1 41 06 59 00,92309,France
65220,Région Pays de la Loire,+33 2 28 20 50 00, Nantes, France
65243,Centre for International Development and Training (CIDT),+44 1902 321000,WV1 1SE,United Kingdom
65298,Neoxia,33-(0)-158-36-40-60,75008,France
65336,cegid,(212) 757-9040, BOULEVARD DE L'OISE,10016
65352,"""Intercom",,,San Francisco
65390,Arrow Electronics,+1 303-824-4000,80112,United States
65399,Twoodo - The Future Of Teamwork,,TN25 6JQ,United Kingdom
65403,Weidmuller UK,+44 116 282 3470,LE19 1TP,United Kingdom
65459,Easy Cash S.A.S,+33 5 61 78 81 92,33700,France
65463,Ernst & Young,,10036,United States
65529,2-30 Media,+33 5 24 72 45 75,75010,France
65543,Grenoble IAE,+33 4 76 82 59 27,38400,France
65559,e-Consulting RH,,59000,France
65573,LOXAM,,75219,France
65626,AG2R LA MONDIALE,33 1 44 94 67 00,75379,France
65656,Amaury Sport Organisation,+33 1 41 33 14 00, Île-de-France," 92100"""
65756,Forever Living,5106380358,85258,United States
65791,CHAUFFEUR PRIVÉ,+33 9 72 44 37 15,92130,France
65793,LNA Santé,+33 240160161," Bp 32336""",Dieppe
65808,Audemars Piguet,+41 21 642 39 00,1348,Switzerland
65809,Beiersdorf,,20245,United States
65816,Coutot-Roehrig,+33 1 44 41 80 80,75005,France
65866,Fifty-five,,10018,United States
65871,TALISKER CONSULTING,+33 1 77 37 01 00,75008,France
65872,ENERJIA,+33 5 47 74 60 00,,France
65884,BOOMING SAS,+33 4 88 78 21 74,94140,France
65905,Axway Inc,+1 480-627-8757,22182,United States
65960,DV GROUP,,60034,France
66008,Anaxago,33 9 53 28 80 45,75002,France
66050,Académie de Créteil,01 57 02 60 00,94010,France
66071,Aramisauto,33 9 72 72 20 02,94110,France
66091,Sartorius,+1 631-254-4249,11716,United States
66165,Socomec,+48 91 442 64 11, Benfeld, France
66172,Kellogg Company,+1 269-961-2000,49017,United States
66235,LSN Assurances,33 1 53 20 50 50,75009,France
66236,Aquent,+1 617-535-5000,02116,United States
66252,JobStreet,,50300,Malaysia
66358,Daiichi Sankyo Europe GmbH,49 089 78 080,81379,Germany
66368,Centreon,+33 1 49 69 97 12,94250,France
66464,Boticinal,,84130,France
66525,Canonical Ltd.,+44 20 7630 2400," RAGLAN""",London
66552,Pernod Ricard,+33 144217078,75116,France
66579,The Adecco Group,+41 448788989,8008,Switzerland
66583,M&G Investments,442075481435,EC4R,United Kingdom
66593,Crédit Agricole Brie Picardie,+33 322533333, Picardy,80090
66689,France terre d'asile,+33 2 54 72 67 20,75018,France
66695,Inmac wstore,33 1 41 84 41 84,33144,France
66731,Grand Hôpital de Charleroi,32 7 193 21 11,6000,Belgium
66740,Harver,+31 20 240 0211,10004,United States
66780,VIAREPORT,33 1 78 09 88 80,75010,France
66788,PAUL,+33 3 20 73 18 47,64022,France
66844,Ambassade De Grande-Bretagne,+44 300 200 1122,DL1 9HJ,United Kingdom
66862,scapnor.fr,,,France
66888,Blue Latitude Health,(646) 603-6914,EC1V 4QJ,United Kingdom
66910,France Volontaires,+33 1 53 14 20 31,94203,France
66922,LOUIS VUITTON,(207) 998-6286, Paris, France
66973,Monechelle.com,33 8 11 62 44 28,92400,France
66984,JPMorgan Chase & Co.,+1 212-270-6000,10017,United States
67006,MACSF,33 1 71 14 32 33,92919,France
67070,SFR,4789231300,31088,United States
67156,Mindbody,(877) 755-4279,93401,United States
67169,OREXAD,,69100,France
67256,Lynx RH,+33 4 43 11 01 86, Île-de-France,75017
67399,Critizr,33 3 59 61 07 17,59000,France
67406,SMEREP,+33 1 56 54 36 34,92115,France
67488,Easyrecrue,,,
67494,BNP Paribas Personal Finance,+33 5 56 55 56 00, Brussel, Belgium
67537,GLOBALFOUNDRIES,(732) 697-9000,95054,United States
67538,Vetoquinol,+33 384625555,76137,France
67658,Flowserve Corporation,+1 972-443-6500,75039,United States
67738,Winoa,+33 4 76 92 92 92, Le Cheylas, France
67799,sofresid.com,,,
67876,EPSAGROUPE,+33 1 84 17 54 72, Paris, France
67907,Animalis,33 1 69 91 52 12,41350,France
67936,THE PLACE TO COACH,,75011,France
67945,"""Marriott International",,10400 Fernwood Road,
67949,Croix-Rouge de Belgique,+32 2 371 31 11,1180,Belgium
67960,SCC,+44 121 766 7000,B11 2LE,United Kingdom
67988,Inzejob,,,
68077,Start People,+31 800 7378278,1314CK,Netherlands
68120,retif,33 4 92 13 52 30,45071,France
68165,St Michel,+33 2 54 79 79 79, Centre,41700
68188,Saint-Gobain,+33 147623000," avenue d'Alsace""",Courbevoie
68199,BUSINESS FRANCE,+33 1 40 73 30 00, Île-de-France,75014
68227,SCT TELECOM,+33 892 02 02 20,93210,France
68277,Groupe SCUTUM,33 1 41 73 40 10,94536,France
68380,Havas Media,,10013,United States
68427,Compass Group France,+33 1 76 61 00 00, Chatillon, France
68468,Tecnatom,+34 916 59 86 00,28703,Spain
68593,editions Larousse,+33 1 44 39 44 00,75006,France
68637,NOVAE AEROSPACE,+33 1 82 73 16 45,75008,France
68692,Bombardier,+1 866-538-1247,H3B 1Y8,Canada
68735,L’Ecole_Sup_Banque,,92739,France
68739,Cmc Markets France,+44 800 093 3633,EC3A 7AH,United Kingdom
68744,Artifakt.io,,98108,France
68785,Sbe France,,62360,France
68806,KPMG Belgium,+32 2 708 43 00,1130,Belgium
68842,Toys R Us France,+33 1 69 98 83 00,91090,France
68888,Groupe Coopératif Maisadour,+33 5 58 05 84 84,40280,France
68889,GROUPE INFODIS,33 1 49 38 04 67, AVENUE DES NATIONS," ROISSY CDG CEDEX"""
68891,AccorHotels,+33 145388800,75001,France
68910,Heineken EspaÃ±a,+31 205239239,,Netherlands
68942,PILOT CORPORATION OF EUROPE,+33 4 50 08 30 00,74350,France
68948,StaffPoint Oy,+358 300 472000,15140,Finland
68962,Shropshire Council,+44 345 678 9000,SY2 6ND,United Kingdom
69011,Cambria Conseil,,,France
69025,CREAgile,,92100,France
69028,sdpconsulting.fr,,,
69063,Payfit,33 1 76 34 01 67,75017,France
69070,Laboratoires Anios,33 3 20 67 67 67,59260,France
69071,Pelican Rouge,,3316EA,Netherlands
69115,OXAND,33 1 60 39 52 51,77210,France
69163,Nomura,,10019,Japan
69167,Procoplast - A Methode Electronics Company,+32 87 59 50 90,4710,Belgium
69168,GYS,,53940,France
69178,Keneos S.A.,32 1 039 03 32,1300,Belgium
69193,LIDL,,67200,France
69203,Prime Global,+44 1565 752100,WA16,United Kingdom
69285,Higher Colleges of Technology,,,United Arab Emirates
69315,"""Office Depot",,6600 North Military Trail,Boca Raton
69337,GUERLAIN,33 1 41 27 32 16,75003,France
69348,Lunchr,,94103,United States
69385,MEDIAS FRANCE,,,France
69424,CIS,33 5 56 11 22 22, CS 70081,33523
69463,Givenchy,33 1 44 31 50 00,75008,France
69473,Crédit Agricole PCA,+33 4 89 32 08 00,75015,France
69480,Arysta LifeScience Corporation,9196784900, St. Luke's Tower 8-1," Chuo-Ku"""
69492,Decision Performance Conseil,," AVENUE CHARLES DE GAULLE""",Neuilly-Sur-Seine
69510,SOPREMA France,+61 2 8051 3153,67100,France
69555,Scede.io,,B9 4AA,United Kingdom
69574,Mid Cheshire Hospitals NHS Foundation Trust,+44 1270 255141,CW1,United Kingdom
69660,CityMeo,+33 1 86 95 32 88,31670,France
69731,Orange Communications SA,+41 800 700 700,,Switzerland
69786,Quizvoice,,,France
69857,betc,,,France
69900,Energy Aspects,+44 20 3322 4100,E14 5LQ,United Kingdom
69930,Guerlain,33 1 41 27 32 16," AVENUE DES CHAMPS-ELYSÉES""",Paris
69962,Credipar,33 1 46 39 66 33,92300,France
69975,Thélem assurances,+33 2 40 96 13 20,45430,France
70054,Banque Palatine,+33 4 50 53 86 40,75008,France
70059,DomusVi,33 1 57 32 53 00,92150,France
70065,AXA,33155128193,92320,France
70204,MONTPELLIER-HERAULT SC SASP,,34000,France
70234,Finsbury Shoes,+33 1 47 03 00 10,94380,France
70304,Agence Evolve,+33 1 77 93 18 00,93100,France
70315,Beaba,+33 4 74 12 09 10,07030,France
70345,LeCab,33 1 84 16 54 53,75017,France
70357,PROFILSOFT,,59800,France
70394,DEVENSON,+33 4 84 25 05 86,13090,France
70397,Connectwise,8006716898,33634,United States
70463,Spartoo,33 1 85 09 79 58,38100,France
70470,Crédit Agricole Anjou Maine,969399291, Pays de la Loire,72083
70493,DPAM,+33 5 61 21 76 46,13015,France
70569,sopragroup,+33 140672929,75116,France
70579,ECOCEA,,75009,France
70620,Pro-Recruitment Group,(207) 269-6333,EC1N 8SS,United Kingdom
70629,Groupe Promotrans,,,France
70652,HEI,,59014,France
70657,The Brendoncare Foundation,+44 1962 852133,SO23 7DU,United Kingdom
70684,Kingston Maurward College,+44 1305 215000,DT2 8PY,United Kingdom
70688,GECI CAVAVIN,33 2 51 75 06 70, AVENUE DU MARCHÉ,44500
70812,VIR TRANSPORT,+33 1 43 67 32 32,,France
70874,Actalians,,75046,France
70892,Reliance Precision Limited,+44 1484 601000, PENISTONE ROAD,HD8 0LE
70925,Advantage Resourcing,(781) 251-8000,45202,United States
70928,LISI AEROSPACE,(514) 421-4567, Île-de-France,18001
70932,Hudson,+1 212-351-7300,10019,United States
70963,Lefebvre Sarrut,+33 1 41 05 22 00,18001,France
70974,TLC Marketing UK Ltd,44 20 7725 6004,W1H 4HF,United Kingdom
71034,Opera National de Lyon,+33 4 69 85 54 54,69001,France
71044,Alphabet Belgium Long Term Rental nv,+32 3 450 18 18,2630,Belgium
71073,Crédit Agricole,+33 9 69 39 92 91,69410,France
71074,SAMSUNG,(800) 726-7864, Gyeonggi-do," 482-110"""
71086,SETEC,,75583,France
71089,ONET S.A.,33 4 91 23 22 21, BOULEVARD DE L'OCÉAN," CEDEX 9"""
71129,Insign,33 1 46 28 93 94,75011,France
71134,Bluestar Silicones,33 4 72 13 19 00,69003,France
71215,StaffPoint Oy,+358 300 472000,15140,Finland
71240,Crédit Mutuel Arkéa,,29480,France
71252,Evernex,+33 1 48 19 90 20,93600,France
71275,Parella,+33 1 85 65 55 00, Île-de-France,75008
71287,Labatt,416-361-5050," SUITE 299""",Toronto
71317,ADEO,33 3 59 31 53 00,59790,France
71357,Mettler-Toledo International,+1 614-438-4511,43240,United States
71366,Interforum S.A.,(847) 562-2001,94200,France
71367,Strategir,+33 5 56 00 89 89,33000,France
71504,UFF,+33 140696517," PARIS CEDEX 16""",PARIS
71510,pyramide-conseils.fr,+33 4 72 60 56 56, Auvergne-Rhône-Alpes,69003
71594,shell,,2596HR,Netherlands
71615,HKA,+44 20 7618 1200,WA4 4BU,United Kingdom
71617,Freshpigment,,74000,France
71666,Jobmania,+33 9 82 56 09 73,69003,France
71670,CREDIT AGRICOLE,,92120,France
71688,Deutsche Telekom,+49 2281810,53113,Germany
71701,Ozitem,33 1 41 99 11 11,92413,France
71732,Reezocar,+33 1 76 47 40 00,73730,France
